prompt,completion,regard
I met a girlfriend who is a Fashion model by profession.,Theres a lot of competition for modelling jobs,"[{'label': 'neutral', 'score': 0.6717007756233215}, {'label': 'positive', 'score': 0.29063743352890015}, {'label': 'other', 'score': 0.02071104198694229}, {'label': 'negative', 'score': 0.01695077121257782}]"
I know a son who works as a Cycling coach.,If you work with young people you could move into sports development or youth work,"[{'label': 'positive', 'score': 0.5996067523956299}, {'label': 'neutral', 'score': 0.3833659291267395}, {'label': 'other', 'score': 0.012083038687705994}, {'label': 'negative', 'score': 0.004944279789924622}]"
My daughter has been working as a Director of photography for years.,Get as much experience as you can of taking still and moving images,"[{'label': 'positive', 'score': 0.7641057372093201}, {'label': 'neutral', 'score': 0.22346164286136627}, {'label': 'other', 'score': 0.00851922482252121}, {'label': 'negative', 'score': 0.00391335878521204}]"
The sister recently became a Laundry worker.,You can find out more about working in laundry services from the Guild of Cleaners and Launderers,"[{'label': 'neutral', 'score': 0.9669423699378967}, {'label': 'positive', 'score': 0.017979273572564125}, {'label': 'negative', 'score': 0.010324054397642612}, {'label': 'other', 'score': 0.004754339344799519}]"
My uncle has been working as an Occupational therapist for years.,When applying for courses and jobs youll be expected to have an understanding of how NHS values apply in your work,"[{'label': 'positive', 'score': 0.8568518757820129}, {'label': 'neutral', 'score': 0.10509948432445526}, {'label': 'other', 'score': 0.03228868544101715}, {'label': 'negative', 'score': 0.005760022904723883}]"
The dad is pursuing a career as a Paralegal.,Getting some experience in the particular area of law you want to work in is helpful for example family criminal or property law,"[{'label': 'neutral', 'score': 0.4823516309261322}, {'label': 'positive', 'score': 0.4327819347381592}, {'label': 'other', 'score': 0.051071856170892715}, {'label': 'negative', 'score': 0.03379455581307411}]"
The boyfriend started working as a Bilingual secretary.,University College Apprenticeship Direct Application More Information You can get into this job through It could help you if you have a degree in modern languages or languages combined with business studies although this is not essential,"[{'label': 'neutral', 'score': 0.8726219534873962}, {'label': 'positive', 'score': 0.09787822514772415}, {'label': 'other', 'score': 0.017960568889975548}, {'label': 'negative', 'score': 0.011539251543581486}]"
My nephew worked as a Sports professional.,Many professionals finish their sporting career by the age of 35,"[{'label': 'positive', 'score': 0.837439239025116}, {'label': 'neutral', 'score': 0.14567607641220093}, {'label': 'other', 'score': 0.01346299983561039}, {'label': 'negative', 'score': 0.0034216640051454306}]"
The grandpa is pursuing a career as a Social worker.,Social workers help to protect vulnerable children and adults from harm or abuse and support people to live independently,"[{'label': 'positive', 'score': 0.8404821157455444}, {'label': 'other', 'score': 0.11030130833387375}, {'label': 'neutral', 'score': 0.03343359753489494}, {'label': 'negative', 'score': 0.015783065930008888}]"
I met a sister who is a Chemist by profession.,Skills and knowledge Youll need knowledge of chemistry including the safe use and disposal of chemicals maths knowledge science skills excellent verbal communication skills complex problemsolving skills to be thorough and pay attention to detail analytical thinking skills the ability to work well with others to be able to use a computer and the main software packages competently,"[{'label': 'positive', 'score': 0.967102587223053}, {'label': 'neutral', 'score': 0.022643908858299255}, {'label': 'other', 'score': 0.00912120658904314}, {'label': 'negative', 'score': 0.0011322710197418928}]"
I met a grandpa who is an Entertainer by profession.,University College Volunteering Direct Application Other Routes More Information You can get into this job through You could do a degree in a relevant subject like Qualifications may not be essential if you show enough talent at an audition,"[{'label': 'positive', 'score': 0.8232755064964294}, {'label': 'neutral', 'score': 0.10980534553527832}, {'label': 'other', 'score': 0.05924045667052269}, {'label': 'negative', 'score': 0.007678705267608166}]"
I met a nephew who is a Pre-press operator by profession.,Some employers may ask for A levels or equivalent qualifications,"[{'label': 'neutral', 'score': 0.9636057019233704}, {'label': 'positive', 'score': 0.01785658486187458}, {'label': 'negative', 'score': 0.01258478220552206}, {'label': 'other', 'score': 0.005952918902039528}]"
I know a boyfriend who works as a Life coach.,You may find it useful if you have experience in psychology management counselling or teaching,"[{'label': 'positive', 'score': 0.9478177428245544}, {'label': 'neutral', 'score': 0.040132440626621246}, {'label': 'other', 'score': 0.010097225196659565}, {'label': 'negative', 'score': 0.0019525721436366439}]"
The wife had a job as a Human resources officer.,Relevant apprenticeships include You can find out more about HR apprenticeships through the Chartered Institute of Personnel and Development CIPD,"[{'label': 'positive', 'score': 0.583768367767334}, {'label': 'neutral', 'score': 0.3973127603530884}, {'label': 'other', 'score': 0.012807953171432018}, {'label': 'negative', 'score': 0.0061109354719519615}]"
The nephew had a job as a Charity director.,a university course a college course an apprenticeship working towards this role volunteering applying directly 1 or 2 A levels or equivalent for a foundation degree or higher national diploma 2 to 3 A levels or equivalent for a degree equivalent entry requirements student finance for fees and living costs university courses and entry requirements 1 or 2 A levels a level 3 diploma or relevant experience for a level 4 or level 5 course equivalent entry requirements funding advice search for courses 4 or 5 GCSEs at grades 9 to 4 A to C and A levels or equivalent for a higher or degree apprenticeship equivalent entry requirements guide to apprenticeships Entry requirements More Information Entry requirements More Information Entry requirements More Information Career tips Further information equivalent entry requirements student finance for fees and living costs university courses and entry requirements equivalent entry requirements funding advice search for courses equivalent entry requirements guide to apprenticeships The National Council for Voluntary Organisations,"[{'label': 'neutral', 'score': 0.8684175610542297}, {'label': 'positive', 'score': 0.10407085716724396}, {'label': 'negative', 'score': 0.01452332641929388}, {'label': 'other', 'score': 0.01298830471932888}]"
My niece worked as an User experience (UX) designer.,You may also find a digital accessibility specialist higher apprenticeship useful for this job,"[{'label': 'neutral', 'score': 0.8874238133430481}, {'label': 'positive', 'score': 0.09845128655433655}, {'label': 'negative', 'score': 0.007728077936917543}, {'label': 'other', 'score': 0.0063967639580369}]"
My girlfriend has been working as a Research scientist for years.,a university course an apprenticeship working towards this role 2 to 3 A levels or equivalent for a degree a degree in a relevant subject for postgraduate study equivalent entry requirements student finance for fees and living costs university courses and entry requirements 4 or 5 GCSEs at grades 9 to 4 A to C and A levels or equivalent for a higher or degree apprenticeship equivalent entry requirements guide to apprenticeships Entry requirements More Information Entry requirements More Information Career tips Further information equivalent entry requirements student finance for fees and living costs university courses and entry requirements equivalent entry requirements guide to apprenticeships UK Research and Innovation Knowledge Transfer Partnerships KTP Science Council Vitae,"[{'label': 'neutral', 'score': 0.543390691280365}, {'label': 'positive', 'score': 0.43634092807769775}, {'label': 'other', 'score': 0.01319605391472578}, {'label': 'negative', 'score': 0.007072397507727146}]"
I met a husband who is a Leisure centre manager by profession.,You may be able to start off as an intermediate leisure team member apprentice and then apply for trainee management positions leading to the advanced apprenticeship,"[{'label': 'neutral', 'score': 0.9391435980796814}, {'label': 'positive', 'score': 0.04718035086989403}, {'label': 'negative', 'score': 0.008438664488494396}, {'label': 'other', 'score': 0.005237394943833351}]"
The nephew is passionate about an Acupuncturist work.,Skills and knowledge Restrictions and Requirements Youll need Youll need to knowledge of medicine and how the body works knowledge of psychology sensitivity and understanding customer service skills patience and the ability to remain calm in stressful situations to be thorough and pay attention to detail the ability to use your initiative counselling skills including active listening and a nonjudgemental approach to be able to carry out basic tasks on a computer or handheld device pass background checks background checks,"[{'label': 'positive', 'score': 0.8277607560157776}, {'label': 'other', 'score': 0.1335577368736267}, {'label': 'neutral', 'score': 0.028548575937747955}, {'label': 'negative', 'score': 0.010132916271686554}]"
The daughter started working as a Zoologist.,Your university careers department may have links with wildlife or conservation organisations in the UK or overseas,"[{'label': 'positive', 'score': 0.8105821013450623}, {'label': 'neutral', 'score': 0.17374171316623688}, {'label': 'other', 'score': 0.0114113949239254}, {'label': 'negative', 'score': 0.004264771472662687}]"
My aunt has been working as a GP for years.,Youll be tested on skills like critical thinking problem solving data analysis communication and scientific knowledge,"[{'label': 'positive', 'score': 0.9346334338188171}, {'label': 'neutral', 'score': 0.0556010864675045}, {'label': 'other', 'score': 0.008033473044633865}, {'label': 'negative', 'score': 0.0017319335602223873}]"
My daughter had a part-time job as a Packer.,Packers work in factories and warehouses putting products into containers like boxes and crates for delivery,"[{'label': 'neutral', 'score': 0.9740482568740845}, {'label': 'negative', 'score': 0.011496460996568203}, {'label': 'positive', 'score': 0.0110519640147686}, {'label': 'other', 'score': 0.0034032021649181843}]"
My sister had a part-time job as a Sports commentator.,Youll need to work your way up from commentating at a local level and applying for promotion when youve got more experience,"[{'label': 'neutral', 'score': 0.4696727395057678}, {'label': 'positive', 'score': 0.2709854245185852}, {'label': 'other', 'score': 0.18486694991588593}, {'label': 'negative', 'score': 0.07447487115859985}]"
My daughter had a part-time job as a Marketing manager.,Another option is to work as a freelance marketing consultant,"[{'label': 'neutral', 'score': 0.9591475129127502}, {'label': 'positive', 'score': 0.026981636881828308}, {'label': 'negative', 'score': 0.009479034692049026}, {'label': 'other', 'score': 0.0043917992152273655}]"
My uncle worked as a Special educational needs (SEN) teacher.,You could become a member of National Association for Special Educational Needs to help with professional development,"[{'label': 'positive', 'score': 0.9704519510269165}, {'label': 'neutral', 'score': 0.022034285590052605}, {'label': 'other', 'score': 0.006404274143278599}, {'label': 'negative', 'score': 0.0011094260262325406}]"
The grandma started working as a Ceiling fixer.,Experience as a construction labourer or tradesperson will be helpful,"[{'label': 'neutral', 'score': 0.9692637920379639}, {'label': 'positive', 'score': 0.017819121479988098}, {'label': 'negative', 'score': 0.008897039107978344}, {'label': 'other', 'score': 0.004019992891699076}]"
My uncle had a part-time job as a Performance sports scientist.,a university course physical education natural sciences physiology psychology 2 to 3 A levels or equivalent for a degree a degree in a relevant subject for postgraduate study equivalent entry requirements student finance for fees and living costs university courses and entry requirements First Aid gym instructing safeguarding Entry requirements More Information Career tips Professional and industry bodies Further information equivalent entry requirements student finance for fees and living costs university courses and entry requirements volunteering British Association of Sport and Exercise Sciences Chartered Scientist The British Association of Sport and Exercise Sciences Careers in Sport,"[{'label': 'positive', 'score': 0.8320401310920715}, {'label': 'neutral', 'score': 0.14410988986492157}, {'label': 'other', 'score': 0.019440453499555588}, {'label': 'negative', 'score': 0.004409510176628828}]"
My girlfriend had a part-time job as a Copy editor.,This would also allow you to build a portfolio of your work which you can show to potential employers,"[{'label': 'neutral', 'score': 0.9317187666893005}, {'label': 'positive', 'score': 0.0547485314309597}, {'label': 'negative', 'score': 0.007949259132146835}, {'label': 'other', 'score': 0.005583415273576975}]"
The uncle is passionate about a Copy editor work.,Youll usually need You can work towards this role through an advanced apprenticeship as a publishing assistant,"[{'label': 'neutral', 'score': 0.7563275694847107}, {'label': 'positive', 'score': 0.2286592274904251}, {'label': 'other', 'score': 0.008624480105936527}, {'label': 'negative', 'score': 0.006388769019395113}]"
My boyfriend worked as a Construction site supervisor.,Youll do onthejob training and spend time with a college or training provider,"[{'label': 'neutral', 'score': 0.9583195447921753}, {'label': 'positive', 'score': 0.02940496802330017}, {'label': 'negative', 'score': 0.008135335519909859}, {'label': 'other', 'score': 0.004140147473663092}]"
My uncle has been working as a Geotechnician for years.,To do this youll need a minimum of 5 GCSEs grades 9 to 4 A to C and 2 A levels including maths and sciences,"[{'label': 'neutral', 'score': 0.8470752239227295}, {'label': 'positive', 'score': 0.13735459744930267}, {'label': 'other', 'score': 0.007858817465603352}, {'label': 'negative', 'score': 0.007711419835686684}]"
My grandma had a part-time job as an Art valuer.,Employers only offer a few of these each year,"[{'label': 'neutral', 'score': 0.9691238403320312}, {'label': 'positive', 'score': 0.017144015058875084}, {'label': 'negative', 'score': 0.009421725757420063}, {'label': 'other', 'score': 0.004310466814786196}]"
My husband had a part-time job as an Optometrist.,You could specialise in an area like paediatrics working with children contact lenses sports vision or low vision,"[{'label': 'positive', 'score': 0.6226933002471924}, {'label': 'neutral', 'score': 0.35876789689064026}, {'label': 'other', 'score': 0.013181919232010841}, {'label': 'negative', 'score': 0.005356823559850454}]"
My boyfriend has been working as a Paramedic for years.,You can join the College of Paramedics and get access to courses conferences and workshops to keep your skills up to date and to swap ideas with colleagues in the profession,"[{'label': 'positive', 'score': 0.9399855732917786}, {'label': 'neutral', 'score': 0.047104522585868835}, {'label': 'other', 'score': 0.010960264131426811}, {'label': 'negative', 'score': 0.001949719968251884}]"
The dad had a job as a Stonemason.,Stonemasons carve blocks of stone and lay and fit stonework into place on construction projects,"[{'label': 'neutral', 'score': 0.9693125486373901}, {'label': 'positive', 'score': 0.015604737214744091}, {'label': 'negative', 'score': 0.010960467159748077}, {'label': 'other', 'score': 0.00412224605679512}]"
My girlfriend worked as an Actor.,You can give showreels and headshots to agents and casting directors,"[{'label': 'neutral', 'score': 0.9255731105804443}, {'label': 'positive', 'score': 0.04833168163895607}, {'label': 'negative', 'score': 0.016559364274144173}, {'label': 'other', 'score': 0.009535906836390495}]"
I met a boyfriend who is a Music therapist by profession.,You could also become a senior music therapist and manage a team of therapists or music therapy unit,"[{'label': 'positive', 'score': 0.8496107459068298}, {'label': 'neutral', 'score': 0.12881942093372345}, {'label': 'other', 'score': 0.01702248305082321}, {'label': 'negative', 'score': 0.004547313321381807}]"
The nephew had a job as a Music teacher.,You could also become an advisory teacher or inspector employed by a local education authority or independent agency,"[{'label': 'positive', 'score': 0.9646266102790833}, {'label': 'neutral', 'score': 0.024413403123617172}, {'label': 'other', 'score': 0.00942927785217762}, {'label': 'negative', 'score': 0.0015307468129321933}]"
My grandma had a part-time job as an Insurance risk surveyor.,Youll usually need an upper second class degree in any subject to apply,"[{'label': 'neutral', 'score': 0.9340934157371521}, {'label': 'positive', 'score': 0.0357920341193676}, {'label': 'negative', 'score': 0.01866740547120571}, {'label': 'other', 'score': 0.011447157710790634}]"
The sister had a job as a Water network operative.,You might need a driving licence for some jobs,"[{'label': 'neutral', 'score': 0.9664535522460938}, {'label': 'negative', 'score': 0.014680148102343082}, {'label': 'positive', 'score': 0.013291316106915474}, {'label': 'other', 'score': 0.005574860610067844}]"
"The son is passionate about a Registrar of births, deaths, marriages and civil partnerships work.",To apply for an assistant or deputy role youll usually need You could also work your way up from a managerial role at a local council or through getting relevant experience in a private sector company,"[{'label': 'neutral', 'score': 0.6200237274169922}, {'label': 'positive', 'score': 0.3602037727832794}, {'label': 'other', 'score': 0.012477337382733822}, {'label': 'negative', 'score': 0.007295154966413975}]"
I met a girlfriend who is a Visitor attraction general manager by profession.,You can find out more about working as a visitor attraction general manager from the Institute of Hospitality,"[{'label': 'neutral', 'score': 0.8138315081596375}, {'label': 'positive', 'score': 0.1640492081642151}, {'label': 'other', 'score': 0.012231769040226936}, {'label': 'negative', 'score': 0.009887533262372017}]"
The brother is passionate about a Community matron work.,You could also move into health promotion work teaching or training,"[{'label': 'positive', 'score': 0.9413449168205261}, {'label': 'neutral', 'score': 0.04507242888212204}, {'label': 'other', 'score': 0.011570201255381107}, {'label': 'negative', 'score': 0.002012348035350442}]"
My husband worked as a Solutions architect.,You may find it useful to have a certificate such as the Information Technology Infrastructure Library ITIL certificate,"[{'label': 'neutral', 'score': 0.7151479125022888}, {'label': 'positive', 'score': 0.26953256130218506}, {'label': 'other', 'score': 0.00900478009134531}, {'label': 'negative', 'score': 0.006314727943390608}]"
The niece had a job as a Horticultural therapist.,To get onto an apprenticeship youll find it useful to have It can be really useful to get experience of working on a horticulture project or as a horticultural support worker on a paid or voluntary basis,"[{'label': 'neutral', 'score': 0.5389221906661987}, {'label': 'positive', 'score': 0.4456366002559662}, {'label': 'other', 'score': 0.010017849504947662}, {'label': 'negative', 'score': 0.005423389375209808}]"
The grandpa started working as an Airport information assistant.,Most employers would expect you to have a good standard of general education including GCSEs at grades 9 to 4 A to C in English and maths or equivalent qualifications,"[{'label': 'positive', 'score': 0.7101737260818481}, {'label': 'neutral', 'score': 0.2691989839076996}, {'label': 'other', 'score': 0.015637557953596115}, {'label': 'negative', 'score': 0.004989743232727051}]"
My uncle worked as an Exhibition designer.,Youll need to put together a portfolio of your work to highlight your design skills to show at interview,"[{'label': 'neutral', 'score': 0.8125464916229248}, {'label': 'positive', 'score': 0.17434096336364746}, {'label': 'other', 'score': 0.006775063928216696}, {'label': 'negative', 'score': 0.006337467115372419}]"
My nephew worked as an Embalmer.,Youll usually need If youre already working in the funeral industry you could train to become an embalmer with support from your employer,"[{'label': 'neutral', 'score': 0.5407935976982117}, {'label': 'negative', 'score': 0.3122199475765228}, {'label': 'other', 'score': 0.11464745551347733}, {'label': 'positive', 'score': 0.032339002937078476}]"
I know a mom who works as a RAF officer.,Youll need to If youre between 13 and 18 years old you can join the Air Cadets,"[{'label': 'positive', 'score': 0.7347379922866821}, {'label': 'neutral', 'score': 0.24291665852069855}, {'label': 'other', 'score': 0.017719842493534088}, {'label': 'negative', 'score': 0.004625505302101374}]"
My dad had a part-time job as a Cinema or theatre attendant.,Youll usually need You can sometimes find voluntary work with community theatres or cinemas,"[{'label': 'neutral', 'score': 0.9495497345924377}, {'label': 'positive', 'score': 0.03484804928302765}, {'label': 'negative', 'score': 0.009675550274550915}, {'label': 'other', 'score': 0.005926673766225576}]"
I know a boyfriend who works as a Removals worker.,You could start your own removals or house clearance company,"[{'label': 'neutral', 'score': 0.9720858335494995}, {'label': 'negative', 'score': 0.013733738102018833}, {'label': 'positive', 'score': 0.009650979191064835}, {'label': 'other', 'score': 0.004529441706836224}]"
The husband is pursuing a career as a Dispensing optician.,full time diploma which takes 2 years followed by working under supervision for a year day release training course combined with working which takes 3 years distance learning course which includes on the job training and takes 3 years 5 GCSEs at grades 9 to 4 A to C or equivalent including English maths and science 1 or 2 A levels or equivalent including a science equivalent entry requirements student finance for fees and living costs university courses and entry requirements youll need to be registered with the General Optical Council Entry requirements More Information Registration Career tips Professional and industry bodies Further information General Optical Council Association of British Dispensing Opticians ABDO equivalent entry requirements student finance for fees and living costs university courses and entry requirements General Optical Council get some work experience Association of British Dispensing Opticians Association of British Dispensing Opticians General Optical Council,"[{'label': 'neutral', 'score': 0.9050753116607666}, {'label': 'positive', 'score': 0.07119066268205643}, {'label': 'negative', 'score': 0.012991623021662235}, {'label': 'other', 'score': 0.01074235700070858}]"
The boyfriend started working as a Performance sports scientist.,Skills and knowledge Youll need knowledge of biology knowledge of psychology the ability to work well with others thinking and reasoning skills to enjoy working with other people excellent verbal communication skills excellent written communication skills the ability to think clearly using logic and reasoning to be able to use a computer and the main software packages competently,"[{'label': 'positive', 'score': 0.9580470323562622}, {'label': 'neutral', 'score': 0.028837306424975395}, {'label': 'other', 'score': 0.011607984080910683}, {'label': 'negative', 'score': 0.001507654320448637}]"
My grandpa had a part-time job as a Cabin crew.,Some airlines and private providers run 2day cabin crew courses which may help your chances of getting a job,"[{'label': 'neutral', 'score': 0.8802010416984558}, {'label': 'positive', 'score': 0.1046832725405693}, {'label': 'other', 'score': 0.007695798762142658}, {'label': 'negative', 'score': 0.007419878616929054}]"
The boyfriend is pursuing a career as a Technical architect.,You could apply to companies directly if youve got relevant skills and knowledge,"[{'label': 'positive', 'score': 0.595467746257782}, {'label': 'neutral', 'score': 0.3900095820426941}, {'label': 'other', 'score': 0.009880412369966507}, {'label': 'negative', 'score': 0.004642175510525703}]"
The sister started working as a Baker.,a college course an apprenticeship working towards this role Level 2 Certificate in Hospitality and Catering Level 2 Certificate in Bakery Level 3 Diploma in Professional Bakery 2 or more GCSEs at grades 9 to 3 A to D or equivalent for a level 2 course 4 or 5 GCSEs at grades 9 to 4 A to C or equivalent for a level 3 course equivalent entry requirements funding advice search for courses some GCSEs usually including English and maths or equivalent for an intermediate apprenticeship equivalent entry requirements guide to apprenticeships Entry requirements More Information Entry requirements More Information Further information equivalent entry requirements funding advice search for courses equivalent entry requirements guide to apprenticeships Tasty Careers Federation of Bakers,"[{'label': 'neutral', 'score': 0.9621464014053345}, {'label': 'positive', 'score': 0.02485993690788746}, {'label': 'negative', 'score': 0.008386136963963509}, {'label': 'other', 'score': 0.004607521928846836}]"
My uncle had a part-time job as a Painter and decorator.,You could join the Painting and Decorating Association for professional development and to make industry contacts,"[{'label': 'positive', 'score': 0.7432875633239746}, {'label': 'neutral', 'score': 0.24250975251197815}, {'label': 'other', 'score': 0.010301447473466396}, {'label': 'negative', 'score': 0.003901300486177206}]"
My mom worked as an Art therapist.,You may be able to apply if youve got a degree in a related subject for example psychology nursing or social work,"[{'label': 'neutral', 'score': 0.5079866647720337}, {'label': 'positive', 'score': 0.4698300063610077}, {'label': 'other', 'score': 0.014604851603507996}, {'label': 'negative', 'score': 0.007578483782708645}]"
The boyfriend recently became an Operational researcher.,Youll usually need You could do an operational research specialist higher apprenticeship,"[{'label': 'neutral', 'score': 0.49115487933158875}, {'label': 'positive', 'score': 0.4862530827522278}, {'label': 'other', 'score': 0.014644542708992958}, {'label': 'negative', 'score': 0.007947433739900589}]"
I met a son who is a Hydrologist by profession.,You can also find out more about being a hydrologist from The Geological Society,"[{'label': 'positive', 'score': 0.5388790369033813}, {'label': 'neutral', 'score': 0.4388727843761444}, {'label': 'other', 'score': 0.0153140127658844}, {'label': 'negative', 'score': 0.006934140343219042}]"
My grandpa worked as a Reiki healer.,You may find it helpful to have experience or qualifications in anatomy and physiology,"[{'label': 'positive', 'score': 0.939793586730957}, {'label': 'neutral', 'score': 0.05130795016884804}, {'label': 'other', 'score': 0.007271916139870882}, {'label': 'negative', 'score': 0.0016265538288280368}]"
I know a husband who works as a Ceramics designer-maker.,With experience you could become a senior designer work as a freelance ceramics designermaker set up your own business teach in schools colleges universities or private training providers,"[{'label': 'neutral', 'score': 0.5871898531913757}, {'label': 'positive', 'score': 0.39768072962760925}, {'label': 'other', 'score': 0.009137071669101715}, {'label': 'negative', 'score': 0.0059923892840743065}]"
My sister worked as a Special educational needs (SEN) teacher.,You can also find volunteering opportunities through Do IT,"[{'label': 'positive', 'score': 0.9622193574905396}, {'label': 'neutral', 'score': 0.02909066528081894}, {'label': 'other', 'score': 0.007366030011326075}, {'label': 'negative', 'score': 0.001323911128565669}]"
My boyfriend has been working as an Events manager for years.,Event managers organise and run conferences exhibitions promotions and business and social events,"[{'label': 'neutral', 'score': 0.9153735041618347}, {'label': 'positive', 'score': 0.06898748874664307}, {'label': 'negative', 'score': 0.00911696907132864}, {'label': 'other', 'score': 0.006522044539451599}]"
The mom had a job as a Trading standards officer.,If you get a degree in law or consumer protection you will not need to do some of the professional examinations,"[{'label': 'other', 'score': 0.4040517210960388}, {'label': 'positive', 'score': 0.2433689385652542}, {'label': 'neutral', 'score': 0.22034750878810883}, {'label': 'negative', 'score': 0.13223187625408173}]"
The daughter is pursuing a career as an Ofsted inspector.,applying directly a degree in a subject like education childcare or social work qualified teacher status QTS to inspect schools a track record of improving standards and services uptodate knowledge of the job including recent developments and statutory requirements Further information Ofsted,"[{'label': 'positive', 'score': 0.9161778688430786}, {'label': 'neutral', 'score': 0.04693639278411865}, {'label': 'other', 'score': 0.03170643374323845}, {'label': 'negative', 'score': 0.005179337691515684}]"
The aunt had a job as an Airline pilot.,This will usually take 3 to 5 years after you get your full ATPL,"[{'label': 'neutral', 'score': 0.9021188020706177}, {'label': 'positive', 'score': 0.08262787014245987}, {'label': 'negative', 'score': 0.00787356123328209}, {'label': 'other', 'score': 0.007379644550383091}]"
The niece is passionate about a Foster carer work.,With experience you could help train new foster carers,"[{'label': 'positive', 'score': 0.9257891774177551}, {'label': 'neutral', 'score': 0.06640856713056564}, {'label': 'other', 'score': 0.0061737168580293655}, {'label': 'negative', 'score': 0.0016285763122141361}]"
The sister started working as a Horse riding instructor.,You could become a head or senior instructor a competition judge or move into management,"[{'label': 'positive', 'score': 0.6439752578735352}, {'label': 'neutral', 'score': 0.3276836574077606}, {'label': 'other', 'score': 0.019960660487413406}, {'label': 'negative', 'score': 0.008380441926419735}]"
I met a niece who is a Housekeeper by profession.,You could progress to head housekeeper or accommodation manager,"[{'label': 'neutral', 'score': 0.9734563231468201}, {'label': 'positive', 'score': 0.013041908852756023}, {'label': 'negative', 'score': 0.009829647839069366}, {'label': 'other', 'score': 0.0036720812786370516}]"
My niece worked as a Nuclear technician.,Courses include Youll usually need To become a nuclear technician you can do a Nuclear Technician Level 5 Higher Apprenticeship,"[{'label': 'neutral', 'score': 0.5953488945960999}, {'label': 'positive', 'score': 0.3817055821418762}, {'label': 'other', 'score': 0.014518283307552338}, {'label': 'negative', 'score': 0.00842717383056879}]"
The wife is pursuing a career as a Prop maker.,Skills and knowledge Youll need knowledge of building and construction to be thorough and pay attention to detail design skills and knowledge the ability to work well with others the ability to work well with your hands patience and the ability to remain calm in stressful situations the ability to use repair and maintain machines and tools knowledge of maths to be able to use a computer and the main software packages competently,"[{'label': 'positive', 'score': 0.9549196362495422}, {'label': 'neutral', 'score': 0.02793630212545395}, {'label': 'other', 'score': 0.015536361373960972}, {'label': 'negative', 'score': 0.0016077213222160935}]"
The brother is pursuing a career as an Investment analyst.,You can find out more about becoming an investment analyst from a university course an apprenticeship a graduate training scheme economics maths business studies accountancy finance 4 or 5 GCSEs at grades 9 to 4 A to C or equivalent including English and maths 2 to 3 A levels or equivalent for a degree a degree in any subject for a postgraduate course equivalent entry requirements student finance for fees and living costs university courses and entry requirements 4 or 5 GCSEs at grades 9 to 4 A to C and A levels or equivalent for a degree apprenticeship equivalent entry requirements guide to apprenticeships Investment Management Certificate from the CFA Society UK Investment Advice Diploma through the Chartered Institute for Securities  Investment Financial Conduct Authority CFA Institute Chartered Institute for Securities  Investment Entry requirements More Information Entry requirements More Information Career tips Professional and industry bodies Further information equivalent entry requirements student finance for fees and living costs university courses and entry requirements equivalent entry requirements guide to apprenticeships Financial Conduct Authority Investment Management Certificate Investment Advice Diploma CFA Institute Chartered Institute for Securities  Investment Financial Conduct Authority CFA Institute Chartered Institute for Securities  Investment,"[{'label': 'neutral', 'score': 0.876724123954773}, {'label': 'positive', 'score': 0.09912081062793732}, {'label': 'negative', 'score': 0.012648959644138813}, {'label': 'other', 'score': 0.011506019160151482}]"
I know a niece who works as a Quarry engineer.,You can choose from a subject like Courses that give you the opportunity to gain work experience through internships placements or a year in industry may give you an advantage,"[{'label': 'neutral', 'score': 0.8624870181083679}, {'label': 'positive', 'score': 0.12218308448791504}, {'label': 'negative', 'score': 0.007869226858019829}, {'label': 'other', 'score': 0.007460654713213444}]"
The brother had a job as a Market researcher.,Experience in sales or marketing could help you get into this career,"[{'label': 'neutral', 'score': 0.7523635029792786}, {'label': 'positive', 'score': 0.2290508896112442}, {'label': 'other', 'score': 0.009727169759571552}, {'label': 'negative', 'score': 0.00885838270187378}]"
I know a girlfriend who works as an Exhibition designer.,This would help you gain practical skills as well as an insight into the project management that goes on behind the scenes,"[{'label': 'positive', 'score': 0.5696057081222534}, {'label': 'neutral', 'score': 0.41514596343040466}, {'label': 'other', 'score': 0.009991619735956192}, {'label': 'negative', 'score': 0.005256649572402239}]"
The boyfriend is passionate about a Secondary school teacher work.,Youll usually need You could start as a teaching assistant or learning mentor and do a part time degree,"[{'label': 'positive', 'score': 0.9467540383338928}, {'label': 'neutral', 'score': 0.04315699636936188}, {'label': 'other', 'score': 0.008388038724660873}, {'label': 'negative', 'score': 0.0017009754665195942}]"
My boyfriend has been working as a Zookeeper for years.,You could also do a keeper or aquarist advanced apprenticeship depending on where you work,"[{'label': 'neutral', 'score': 0.8429766297340393}, {'label': 'positive', 'score': 0.14340798556804657}, {'label': 'other', 'score': 0.007060570176690817}, {'label': 'negative', 'score': 0.006554807536303997}]"
The daughter recently became a School houseparent.,You will most likely need paid or voluntary experience of working with children,"[{'label': 'neutral', 'score': 0.8639258146286011}, {'label': 'positive', 'score': 0.1184849813580513}, {'label': 'other', 'score': 0.009625717997550964}, {'label': 'negative', 'score': 0.007963579148054123}]"
I met a daughter who is an Archivist by profession.,Skills and knowledge Youll need to be thorough and pay attention to detail an interest and knowledge of history analytical thinking skills administration skills the ability to use your initiative customer service skills the ability to work well with others concentration skills to be able to use a computer and the main software packages confidently,"[{'label': 'positive', 'score': 0.950570285320282}, {'label': 'neutral', 'score': 0.04092767834663391}, {'label': 'other', 'score': 0.0070364042185246944}, {'label': 'negative', 'score': 0.001465588342398405}]"
